constructorId,year,round,circuit_name,country,alt,driver_standing,driver_points,driver_wins,constructor_standing,constructor_points,constructor_wins,q1,grid,positionOrder,q1_gap_to_pole,final_position
7,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,4,9.0,0,2,25.0,0,01:21.0,10,9,1.3767209011264008,Outside Top 4
15,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,13,2.0,0,7,2.0,0,01:20.6,18,10,0.876095118898609,Outside Top 4
9,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,5,9.0,0,5,12.0,0,01:21.6,14,11,2.127659574468071,Outside Top 4
17,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,17,0.0,0,8,0.0,0,01:23.1,16,12,4.005006257822263,Outside Top 4
17,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,15,0.0,0,8,0.0,0,01:25.1,17,13,6.508135168961187,Outside Top 4
18,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,19,0.0,0,9,0.0,0,01:25.9,20,14,7.50938673341677,Outside Top 4
6,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,6,8.0,0,6,10.0,0,01:20.9,9,15,1.2515644555694618,Outside Top 4
1,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,8,7.0,0,3,19.0,0,01:19.9,1,16,0.0,Outside Top 4
18,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,18,0.0,0,9,0.0,0,01:26.5,19,17,8.26032540675844,Outside Top 4
4,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,3,10.0,1,1,36.0,3,01:21.7,12,18,2.2528160200250276,Outside Top 4
16,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,20,0.0,0,10,0.0,0,01:20.5,3,19,0.75093867334167,Outside Top 4
16,2005,4,Autodromo Enzo e Dino Ferrari,Italy,37,21,0.0,0,10,0.0,0,01:20.9,6,20,1.2515644555694618,Outside Top 4
1,2005,5,Circuit de Barcelona-Catalunya,Spain,109,11,7.0,0,3,25.0,0,01:14.8,1,1,0.0,1st
4,2005,5,Circuit de Barcelona-Catalunya,Spain,109,1,36.0,3,1,46.0,4,01:14.8,3,2,0.0,2nd
7,2005,5,Circuit de Barcelona-Catalunya,Spain,109,2,20.0,0,2,29.0,0,01:14.8,5,3,0.0,3rd
7,2005,5,Circuit de Barcelona-Catalunya,Spain,109,6,9.0,0,2,29.0,0,01:14.9,4,4,0.1336898395722039,4th
4,2005,5,Circuit de Barcelona-Catalunya,Spain,109,3,10.0,1,1,46.0,4,01:15.6,6,5,1.0695187165775364,Outside Top 4
3,2005,5,Circuit de Barcelona-Catalunya,Spain,109,8,9.0,0,5,18.0,0,01:15.0,2,6,0.2673796791443888,Outside Top 4
1,2005,5,Circuit de Barcelona-Catalunya,Spain,109,10,8.0,0,3,25.0,0,01:15.9,7,7,1.470588235294129,Outside Top 4
9,2005,5,Circuit de Barcelona-Catalunya,Spain,109,7,9.0,0,6,13.0,0,01:15.8,9,8,1.3368983957219251,Outside Top 4
6,2005,5,Circuit de Barcelona-Catalunya,Spain,109,9,8.0,0,4,18.0,0,01:15.7,16,9,1.20320855614974,Outside Top 4
3,2005,5,Circuit de Barcelona-Catalunya,Spain,109,5,9.0,0,5,18.0,0,01:15.0,17,10,0.2673796791443888,Outside Top 4
15,2005,5,Circuit de Barcelona-Catalunya,Spain,109,16,2.0,0,7,7.0,0,01:15.9,10,11,1.470588235294129,Outside Top 4
17,2005,5,Circuit de Barcelona-Catalunya,Spain,109,18,0.0,0,8,0.0,0,01:19.0,18,12,5.614973262032089,Outside Top 4
17,2005,5,Circuit de Barcelona-Catalunya,Spain,109,19,0.0,0,8,0.0,0,01:18.6,13,13,5.080213903743312,Outside Top 4
15,2005,5,Circuit de Barcelona-Catalunya,Spain,109,13,5.0,0,7,7.0,0,01:16.8,12,14,2.6737967914438503,Outside Top 4
6,2005,5,Circuit de Barcelona-Catalunya,Spain,109,4,10.0,0,4,18.0,0,01:15.4,8,15,0.8021390374331664,Outside Top 4
18,2005,5,Circuit de Barcelona-Catalunya,Spain,109,21,0.0,0,9,0.0,0,01:19.6,14,16,6.417112299465237,Outside Top 4
18,2005,5,Circuit de Barcelona-Catalunya,Spain,109,20,0.0,0,9,0.0,0,01:20.3,15,17,7.352941176470589,Outside Top 4
9,2005,5,Circuit de Barcelona-Catalunya,Spain,109,17,1.0,0,6,13.0,0,01:16.3,11,18,2.0053475935828877,Outside Top 4
1,2005,6,Circuit de Monaco,Monaco,7,3,17.0,1,3,37.0,1,01:13.6,1,1,0.0,1st
3,2005,6,Circuit de Monaco,Monaco,7,10,9.0,0,4,21.0,0,01:15.1,6,2,2.0380434782608696,2nd
3,2005,6,Circuit de Monaco,Monaco,7,6,12.0,0,4,21.0,0,01:14.6,3,3,1.358695652173913,3rd
4,2005,6,Circuit de Monaco,Monaco,7,1,44.0,3,1,58.0,4,01:14.1,2,4,0.6793478260869565,4th
1,2005,6,Circuit de Monaco,Monaco,7,8,10.0,0,3,37.0,1,01:14.9,16,5,1.7663043478261025,Outside Top 4
6,2005,6,Circuit de Monaco,Monaco,7,7,10.0,0,5,18.0,0,01:16.2,8,7,3.5326086956521854,Outside Top 4
6,2005,6,Circuit de Monaco,Monaco,7,11,8.0,0,5,18.0,0,01:16.1,10,8,3.396739130434783,Outside Top 4
15,2005,6,Circuit de Monaco,Monaco,7,16,2.0,0,7,7.0,0,01:16.2,11,9,3.5326086956521854,Outside Top 4
7,2005,6,Circuit de Monaco,Monaco,7,2,26.0,0,2,40.0,0,01:15.2,5,10,2.1739130434782727,Outside Top 4
15,2005,6,Circuit de Monaco,Monaco,7,13,5.0,0,7,7.0,0,01:15.9,9,11,3.125000000000016,Outside Top 4
4,2005,6,Circuit de Monaco,Monaco,7,4,14.0,1,1,58.0,4,01:14.8,4,12,1.6304347826086998,Outside Top 4
17,2005,6,Circuit de Monaco,Monaco,7,18,0.0,0,8,0.0,0,01:19.4,15,13,7.880434782608711,Outside Top 4
18,2005,6,Circuit de Monaco,Monaco,7,21,0.0,0,9,0.0,0,01:19.2,14,14,7.608695652173925,Outside Top 4
9,2005,6,Circuit de Monaco,Monaco,7,17,1.0,0,6,14.0,0,01:16.8,12,15,4.347826086956526,Outside Top 4
18,2005,6,Circuit de Monaco,Monaco,7,20,0.0,0,9,0.0,0,01:18.6,13,16,6.793478260869566,Outside Top 4
9,2005,6,Circuit de Monaco,Monaco,7,9,10.0,0,6,14.0,0,01:15.3,7,17,2.3097826086956563,Outside Top 4
17,2005,6,Circuit de Monaco,Monaco,7,19,0.0,0,8,0.0,0,01:19.5,17,18,8.016304347826095,Outside Top 4
4,2005,7,Nürburgring,Germany,578,1,49.0,3,1,63.0,4,01:31.1,6,1,1.109877913429523,1st
3,2005,7,Nürburgring,Germany,578,5,17.0,0,4,35.0,0,01:30.1,1,2,0.0,2nd
6,2005,7,Nürburgring,Germany,578,11,9.0,0,5,21.0,0,01:31.2,7,3,1.2208657047724847,3rd
9,2005,7,Nürburgring,Germany,578,10,10.0,0,6,14.0,0,01:32.6,12,4,2.774694783573807,4th
6,2005,7,Nürburgring,Germany,578,9,12.0,0,5,21.0,0,01:31.6,10,5,1.6648168701442843,Outside Top 4
4,2005,7,Nürburgring,Germany,578,7,14.0,1,1,63.0,4,01:31.6,9,6,1.6648168701442843,Outside Top 4
1,2005,7,Nürburgring,Germany,578,8,14.0,0,2,51.0,2,01:30.9,5,7,0.8879023307436309,Outside Top 4
7,2005,7,Nürburgring,Germany,578,3,26.0,0,3,43.0,0,01:30.7,4,8,0.6659267480577231,Outside Top 4
9,2005,7,Nürburgring,Germany,578,17,1.0,0,6,14.0,0,01:32.6,14,9,2.774694783573807,Outside Top 4
16,2005,7,Nürburgring,Germany,578,22,0.0,0,10,0.0,0,01:32.6,13,10,2.774694783573807,Outside Top 4
1,2005,7,Nürburgring,Germany,578,2,27.0,2,2,51.0,2,01:30.2,2,11,0.11098779134296176,Outside Top 4
16,2005,7,Nürburgring,Germany,578,23,0.0,0,10,0.0,0,01:32.9,16,12,3.1076581576026765,Outside Top 4
15,2005,7,Nürburgring,Germany,578,13,5.0,0,7,7.0,0,01:32.9,15,13,3.1076581576026765,Outside Top 4
15,2005,7,Nürburgring,Germany,578,16,2.0,0,7,7.0,0,01:32.2,11,14,2.3307436182020074,Outside Top 4
17,2005,7,Nürburgring,Germany,578,18,0.0,0,8,0.0,0,01:35.0,17,15,5.438401775804668,Outside Top 4
17,2005,7,Nürburgring,Germany,578,19,0.0,0,8,0.0,0,01:36.2,19,16,6.770255271920099,Outside Top 4
18,2005,7,Nürburgring,Germany,578,21,0.0,0,9,0.0,0,01:36.2,20,17,6.770255271920099,Outside Top 4
18,2005,7,Nürburgring,Germany,578,20,0.0,0,9,0.0,0,01:36.0,18,18,6.548279689234191,Outside Top 4
7,2005,7,Nürburgring,Germany,578,6,17.0,0,3,43.0,0,01:31.4,8,19,1.4428412874583922,Outside Top 4
3,2005,7,Nürburgring,Germany,578,4,18.0,0,4,35.0,0,01:30.4,3,20,0.3329633740288695,Outside Top 4
1,2005,8,Circuit Gilles Villeneuve,Canada,13,2,27.0,2,2,53.0,2,01:15.9,7,1,0.930851063829791,1st
6,2005,8,Circuit Gilles Villeneuve,Canada,13,8,16.0,0,5,31.0,0,01:15.5,2,2,0.3989361702127622,2nd
15,2005,8,Circuit Gilles Villeneuve,Canada,13,16,2.0,0,7,7.0,0,01:16.7,11,4,1.9946808510638296,4th
3,2005,8,Circuit Gilles Villeneuve,Canada,13,5,18.0,0,4,43.0,0,01:17.7,14,5,3.324468085106383,Outside Top 4
7,2005,8,Circuit Gilles Villeneuve,Canada,13,7,17.0,0,3,44.0,0,01:16.4,10,6,1.5957446808510676,Outside Top 4
9,2005,8,Circuit Gilles Villeneuve,Canada,13,11,15.0,0,6,19.0,0,01:16.9,12,7,2.260638297872344,Outside Top 4
9,2005,8,Circuit Gilles Villeneuve,Canada,13,15,3.0,0,6,19.0,0,01:18.2,16,8,3.9893617021276593,Outside Top 4
15,2005,8,Circuit Gilles Villeneuve,Canada,13,13,5.0,0,7,7.0,0,01:16.1,8,9,1.1968085106382864,Outside Top 4
17,2005,8,Circuit Gilles Villeneuve,Canada,13,18,0.0,0,8,0.0,0,01:19.0,18,10,5.053191489361699,Outside Top 4
18,2005,8,Circuit Gilles Villeneuve,Canada,13,23,0.0,0,10,0.0,0,01:18.2,15,11,3.9893617021276593,Outside Top 4
7,2005,8,Circuit Gilles Villeneuve,Canada,13,3,27.0,0,3,44.0,0,01:16.2,9,12,1.3297872340425532,Outside Top 4
16,2005,8,Circuit Gilles Villeneuve,Canada,13,19,0.0,0,9,0.0,0,01:15.2,1,13,0.0,Outside Top 4
3,2005,8,Circuit Gilles Villeneuve,Canada,13,4,25.0,0,4,43.0,0,01:17.1,13,14,2.5265957446808396,Outside Top 4
16,2005,8,Circuit Gilles Villeneuve,Canada,13,22,0.0,0,9,0.0,0,01:15.7,6,15,0.6648936170212766,Outside Top 4
18,2005,8,Circuit Gilles Villeneuve,Canada,13,21,0.0,0,10,0.0,0,01:19.6,19,16,5.851063829787222,Outside Top 4
4,2005,8,Circuit Gilles Villeneuve,Canada,13,1,59.0,4,1,76.0,5,01:15.6,3,17,0.5319148936170099,Outside Top 4
4,2005,8,Circuit Gilles Villeneuve,Canada,13,6,17.0,1,1,76.0,5,01:15.6,4,18,0.5319148936170099,Outside Top 4
17,2005,8,Circuit Gilles Villeneuve,Canada,13,20,0.0,0,8,0.0,0,01:18.7,17,19,4.654255319148936,Outside Top 4
1,2005,8,Circuit Gilles Villeneuve,Canada,13,9,16.0,0,2,53.0,2,01:15.7,5,20,0.6648936170212766,Outside Top 4
6,2005,9,Indianapolis Motor Speedway,USA,223,5,24.0,0,5,45.0,0,01:11.4,5,1,1.1331444759206961,1st
6,2005,9,Indianapolis Motor Speedway,USA,223,7,21.0,0,5,45.0,0,01:11.4,7,2,1.1331444759206961,2nd
17,2005,9,Indianapolis Motor Speedway,USA,223,18,0.0,0,8,0.0,0,01:13.5,17,3,4.107648725212473,3rd
17,2005,9,Indianapolis Motor Speedway,USA,223,20,0.0,0,8,0.0,0,01:13.8,19,4,4.532577903682724,4th
18,2005,9,Indianapolis Motor Speedway,USA,223,21,0.0,0,10,0.0,0,01:13.6,18,5,4.2492917847025495,Outside Top 4
18,2005,9,Indianapolis Motor Speedway,USA,223,22,0.0,0,10,0.0,0,01:14.5,20,6,5.524079320113323,Outside Top 4
7,2005,9,Indianapolis Motor Speedway,USA,223,3,27.0,0,4,47.0,0,01:10.6,1,7,0.0,Outside Top 4
1,2005,9,Indianapolis Motor Speedway,USA,223,2,37.0,3,2,63.0,3,01:10.7,2,8,0.14164305949009706,Outside Top 4
16,2005,9,Indianapolis Motor Speedway,USA,223,19,0.0,0,9,0.0,0,01:11.3,3,9,0.9915014164305991,Outside Top 4
4,2005,9,Indianapolis Motor Speedway,USA,223,9,17.0,1,1,76.0,5,01:11.3,4,10,0.9915014164305991,Outside Top 4
4,2005,9,Indianapolis Motor Speedway,USA,223,1,59.0,4,1,76.0,5,01:11.4,6,11,1.1331444759206961,Outside Top 4
16,2005,9,Indianapolis Motor Speedway,USA,223,23,0.0,0,9,0.0,0,01:11.5,8,12,1.274787535410773,Outside Top 4
3,2005,9,Indianapolis Motor Speedway,USA,223,6,22.0,0,3,47.0,0,01:11.5,9,13,1.274787535410773,Outside Top 4
15,2005,9,Indianapolis Motor Speedway,USA,223,12,7.0,0,7,12.0,0,01:11.6,10,14,1.41643059490085,Outside Top 4
1,2005,9,Indianapolis Motor Speedway,USA,223,11,16.0,0,2,63.0,3,01:11.7,11,15,1.558073654390947,Outside Top 4
15,2005,9,Indianapolis Motor Speedway,USA,223,14,5.0,0,7,12.0,0,01:11.7,12,16,1.558073654390947,Outside Top 4
9,2005,9,Indianapolis Motor Speedway,USA,223,16,4.0,0,6,22.0,0,01:12.1,14,18,2.1246458923512748,Outside Top 4
3,2005,9,Indianapolis Motor Speedway,USA,223,4,25.0,0,3,47.0,0,01:12.4,15,19,2.549575070821546,Outside Top 4
9,2005,9,Indianapolis Motor Speedway,USA,223,10,17.0,0,6,22.0,0,01:12.7,16,20,2.974504249291797,Outside Top 4
4,2005,10,Circuit de Nevers Magny-Cours,France,228,1,59.0,4,1,76.0,5,01:14.4,1,1,0.0,1st
1,2005,10,Circuit de Nevers Magny-Cours,France,228,2,37.0,3,2,63.0,3,01:14.6,13,2,0.26881720430106,2nd
6,2005,10,Circuit de Nevers Magny-Cours,France,228,3,34.0,1,3,63.0,1,01:14.6,3,3,0.26881720430106,3rd
16,2005,10,Circuit de Nevers Magny-Cours,France,228,22,0.0,0,10,0.0,0,01:15.1,7,4,0.9408602150537481,4th
7,2005,10,Circuit de Nevers Magny-Cours,France,228,5,27.0,0,5,47.0,0,01:14.5,2,5,0.13440860215053,Outside Top 4
4,2005,10,Circuit de Nevers Magny-Cours,France,228,9,17.0,1,1,76.0,5,01:14.9,6,6,0.6720430107526881,Outside Top 4
7,2005,10,Circuit de Nevers Magny-Cours,France,228,8,20.0,0,5,47.0,0,01:15.8,11,7,1.8817204301075152,Outside Top 4
15,2005,10,Circuit de Nevers Magny-Cours,France,228,15,5.0,0,7,12.0,0,01:15.7,10,8,1.7473118279569853,Outside Top 4
6,2005,10,Circuit de Nevers Magny-Cours,France,228,4,29.0,0,3,63.0,1,01:14.8,5,9,0.5376344086021391,Outside Top 4
9,2005,10,Circuit de Nevers Magny-Cours,France,228,10,17.0,0,6,22.0,0,01:16.4,15,10,2.6881720430107525,Outside Top 4
16,2005,10,Circuit de Nevers Magny-Cours,France,228,23,0.0,0,10,0.0,0,01:14.7,4,11,0.4032258064516091,Outside Top 4
3,2005,10,Circuit de Nevers Magny-Cours,France,228,7,22.0,0,4,47.0,0,01:15.9,12,12,2.0161290322580645,Outside Top 4
17,2005,10,Circuit de Nevers Magny-Cours,France,228,13,6.0,0,8,11.0,0,01:18.0,19,13,4.838709677419347,Outside Top 4
3,2005,10,Circuit de Nevers Magny-Cours,France,228,6,25.0,0,4,47.0,0,01:16.2,14,14,2.4193548387096735,Outside Top 4
17,2005,10,Circuit de Nevers Magny-Cours,France,228,16,5.0,0,8,11.0,0,01:17.9,17,15,4.704301075268817,Outside Top 4
1,2005,10,Circuit de Nevers Magny-Cours,France,228,11,16.0,0,2,63.0,3,01:15.4,8,16,1.3440860215053763,Outside Top 4
18,2005,10,Circuit de Nevers Magny-Cours,France,228,17,4.0,0,9,7.0,0,01:18.3,20,17,5.241935483870956,Outside Top 4
18,2005,10,Circuit de Nevers Magny-Cours,France,228,20,3.0,0,9,7.0,0,01:18.0,18,18,4.838709677419347,Outside Top 4
15,2005,10,Circuit de Nevers Magny-Cours,France,228,12,7.0,0,7,12.0,0,01:15.6,9,19,1.6129032258064364,Outside Top 4
9,2005,10,Circuit de Nevers Magny-Cours,France,228,19,4.0,0,6,22.0,0,01:16.5,16,20,2.8225806451612825,Outside Top 4
1,2005,11,Silverstone Circuit,UK,153,11,16.0,0,2,71.0,3,01:20.4,3,1,0.6257822277847309,1st
4,2005,11,Silverstone Circuit,UK,153,1,69.0,5,1,89.0,6,01:19.9,1,2,0.0,2nd
1,2005,11,Silverstone Circuit,UK,153,2,45.0,3,2,71.0,3,01:19.9,12,3,0.0,3rd
4,2005,11,Silverstone Circuit,UK,153,9,20.0,1,1,89.0,6,01:21.0,6,4,1.3767209011264008,4th
16,2005,11,Silverstone Circuit,UK,153,16,5.0,0,10,5.0,0,01:20.2,2,5,0.375469336670835,Outside Top 4
6,2005,11,Silverstone Circuit,UK,153,3,40.0,1,3,69.0,1,01:21.3,9,6,1.7521902377972358,Outside Top 4
6,2005,11,Silverstone Circuit,UK,153,5,29.0,0,3,69.0,1,01:20.9,5,7,1.2515644555694618,Outside Top 4
7,2005,11,Silverstone Circuit,UK,153,8,22.0,0,4,53.0,0,01:21.2,8,8,1.6270337922402967,Outside Top 4
7,2005,11,Silverstone Circuit,UK,153,4,31.0,0,4,53.0,0,01:20.5,4,9,0.75093867334167,Outside Top 4
15,2005,11,Silverstone Circuit,UK,153,12,7.0,0,7,13.0,0,01:22.5,16,10,3.2540675844805933,Outside Top 4
3,2005,11,Silverstone Circuit,UK,153,7,22.0,0,5,47.0,0,01:22.0,11,11,2.6282853566958626,Outside Top 4
3,2005,11,Silverstone Circuit,UK,153,6,25.0,0,5,47.0,0,01:22.1,14,12,2.7534418022528016,Outside Top 4
9,2005,11,Silverstone Circuit,UK,153,10,17.0,0,6,22.0,0,01:22.1,13,13,2.7534418022528016,Outside Top 4
15,2005,11,Silverstone Circuit,UK,153,15,6.0,0,7,13.0,0,01:21.4,10,14,1.8773466833541925,Outside Top 4
9,2005,11,Silverstone Circuit,UK,153,20,4.0,0,6,22.0,0,01:22.2,15,15,2.8785982478097583,Outside Top 4
16,2005,11,Silverstone Circuit,UK,153,23,0.0,0,10,5.0,0,01:21.1,7,16,1.50187734668334,Outside Top 4
18,2005,11,Silverstone Circuit,UK,153,18,4.0,0,9,7.0,0,01:24.6,18,18,5.882352941176456,Outside Top 4
18,2005,11,Silverstone Circuit,UK,153,21,3.0,0,9,7.0,0,01:25.6,19,19,7.133917396745917,Outside Top 4
17,2005,11,Silverstone Circuit,UK,153,17,5.0,0,8,11.0,0,01:23.6,17,20,4.6307884856069945,Outside Top 4
4,2005,12,Hockenheimring,Germany,103,1,77.0,5,1,102.0,6,01:14.9,3,1,0.8075370121130666,1st
16,2005,12,Hockenheimring,Germany,103,12,9.0,0,9,9.0,0,01:14.8,2,3,0.6729475100942126,3rd
4,2005,12,Hockenheimring,Germany,103,7,25.0,1,1,102.0,6,01:14.9,4,4,0.8075370121130666,4th
6,2005,12,Hockenheimring,Germany,103,3,43.0,1,3,74.0,1,01:15.0,5,5,0.9421265141319015,Outside Top 4
7,2005,12,Hockenheimring,Germany,103,9,23.0,0,4,54.0,0,01:15.7,12,6,1.884253028263803,Outside Top 4
9,2005,12,Hockenheimring,Germany,103,11,17.0,0,6,22.0,0,01:15.7,11,7,1.884253028263803,Outside Top 4
15,2005,12,Hockenheimring,Germany,103,13,7.0,0,7,13.0,0,01:16.0,13,8,2.288021534320327,Outside Top 4
9,2005,12,Hockenheimring,Germany,103,20,4.0,0,6,22.0,0,01:15.6,10,9,1.7496635262449494,Outside Top 4
6,2005,12,Hockenheimring,Germany,103,4,31.0,0,3,74.0,1,01:16.2,15,10,2.557200538358016,Outside Top 4
3,2005,12,Hockenheimring,Germany,103,8,25.0,0,5,47.0,0,01:15.4,7,11,1.4804845222072793,Outside Top 4
16,2005,12,Hockenheimring,Germany,103,23,0.0,0,9,9.0,0,01:15.5,8,12,1.6150740242261141,Outside Top 4
18,2005,12,Hockenheimring,Germany,103,18,4.0,0,10,7.0,0,01:17.5,16,13,4.306864064602965,Outside Top 4
7,2005,12,Hockenheimring,Germany,103,5,31.0,0,4,54.0,0,01:15.5,9,14,1.6150740242261141,Outside Top 4
15,2005,12,Hockenheimring,Germany,103,16,6.0,0,7,13.0,0,01:16.0,14,15,2.288021534320327,Outside Top 4
17,2005,12,Hockenheimring,Germany,103,14,6.0,0,8,11.0,0,01:18.6,18,17,5.787348586810225,Outside Top 4
3,2005,12,Hockenheimring,Germany,103,10,22.0,0,5,47.0,0,01:15.1,6,19,1.0767160161507365,Outside Top 4
1,2005,12,Hockenheimring,Germany,103,2,51.0,3,2,87.0,4,01:14.3,1,20,0.0,Outside Top 4
1,2005,13,Hungaroring,Hungary,264,2,51.0,3,2,95.0,4,01:20.9,4,1,1.2515644555694618,1st
